GymChain,ClubID,GymName,Address,CountyName,LocationScope,PlanName,PlanTerm,PriceType,DuesAmount,DuesFrequency,MonthlyEquivalent,InitiationFee,AnnualFee,EffectiveMonthlyCost,PromotionalDuesAmount,PromotionStatus,OfferExpiration,Status,SourceType,SourceURL,LocationURL,RetrievedAtUTC,Notes
LA Fitness,502,North Miami,"1801 NE 123rd St Suite 200, North Miami, FL 33181",Miami-Dade County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=CKraIBssrzMC%2faDuoVbXmg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,502,North Miami,"1801 NE 123rd St Suite 200, North Miami, FL 33181",Miami-Dade County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=CKraIBssrzMC%2faDuoVbXmg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,57,Fort Lauderdale,"3825 N. Federal Hwy., Oakland Park, FL 33308",Broward County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=rcBYqNyetCGVtwSaYAOY3A%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,57,Fort Lauderdale,"3825 N. Federal Hwy., Oakland Park, FL 33308",Broward County,Official Florida club,Classic,,Standard advertised dues,79.0,Monthly,79.0,199.0,69.0,101.33,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=rcBYqNyetCGVtwSaYAOY3A%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Multi Club; State of Enrollment
LA Fitness,57,Fort Lauderdale,"3825 N. Federal Hwy., Oakland Park, FL 33308",Broward County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=rcBYqNyetCGVtwSaYAOY3A%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: State of Enrollment; Nationwide Access
LA Fitness,500,"Orange City, FL","2629 Enterprise Rd, Orange City, FL 32763",Volusia County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=zx7JLqaT1dradX0wiKT2YQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,500,"Orange City, FL","2629 Enterprise Rd, Orange City, FL 32763",Volusia County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=zx7JLqaT1dradX0wiKT2YQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,500,"Orange City, FL","2629 Enterprise Rd, Orange City, FL 32763",Volusia County,Official Florida club,Classic,,Standard advertised dues,0.0,Monthly,0.0,0.0,0.0,0.0,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=zx7JLqaT1dradX0wiKT2YQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access:
LA Fitness,1041,Orange Park - Blanding Blvd.,"661 Blanding Blvd, Suite 800, Orange Park, FL 32073",Clay County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=cHbBLOITbpTpIwurYZ%2bfmA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,1041,Orange Park - Blanding Blvd.,"661 Blanding Blvd, Suite 800, Orange Park, FL 32073",Clay County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=cHbBLOITbpTpIwurYZ%2bfmA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1041,Orange Park - Blanding Blvd.,"661 Blanding Blvd, Suite 800, Orange Park, FL 32073",Clay County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=cHbBLOITbpTpIwurYZ%2bfmA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,193,Hunters Creek,"12700 South Orange Blossom Trail, Orlando, FL 32837",Orange County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=tuh7W%2fd%2bAOXlmES%2fmH6IuQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,193,Hunters Creek,"12700 South Orange Blossom Trail, Orlando, FL 32837",Orange County,Official Florida club,Classic,,Standard advertised dues,79.0,Monthly,79.0,199.0,69.0,101.33,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=tuh7W%2fd%2bAOXlmES%2fmH6IuQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Multi Club; State of Enrollment
LA Fitness,193,Hunters Creek,"12700 South Orange Blossom Trail, Orlando, FL 32837",Orange County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=tuh7W%2fd%2bAOXlmES%2fmH6IuQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: State of Enrollment; Nationwide Access
LA Fitness,242,Conway - Michigan,"4550 East Michigan Street, Orlando, FL 32812",Orange County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=FrEpusSodkfecjzLjEW9%2fA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,242,Conway - Michigan,"4550 East Michigan Street, Orlando, FL 32812",Orange County,Official Florida club,Classic,,Standard advertised dues,79.0,Monthly,79.0,199.0,69.0,101.33,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=FrEpusSodkfecjzLjEW9%2fA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Multi Club; State of Enrollment
LA Fitness,242,Conway - Michigan,"4550 East Michigan Street, Orlando, FL 32812",Orange County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=FrEpusSodkfecjzLjEW9%2fA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: State of Enrollment; Nationwide Access
LA Fitness,248,Waterford Lakes,"815 Alafaya Trail, Orlando, FL 32828",Orange County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=fbWkoaZQ%2bWsX7WnmWBDhJQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,248,Waterford Lakes,"815 Alafaya Trail, Orlando, FL 32828",Orange County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=fbWkoaZQ%2bWsX7WnmWBDhJQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,248,Waterford Lakes,"815 Alafaya Trail, Orlando, FL 32828",Orange County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=fbWkoaZQ%2bWsX7WnmWBDhJQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,289,Colonial Drive East,"2999 E. Colonial, Orlando, FL 32803",Orange County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=%2fHLv7WS6bsFGFYZ2%2fatFkg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,289,Colonial Drive East,"2999 E. Colonial, Orlando, FL 32803",Orange County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=%2fHLv7WS6bsFGFYZ2%2fatFkg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,289,Colonial Drive East,"2999 E. Colonial, Orlando, FL 32803",Orange County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=%2fHLv7WS6bsFGFYZ2%2fatFkg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,925,Orlando - Goldenrod Rd.,"5915 South Goldenrod Road, Orlando, FL 32822",Orange County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=veaZyDkfl3nejzf181Bxtg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,925,Orlando - Goldenrod Rd.,"5915 South Goldenrod Road, Orlando, FL 32822",Orange County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=veaZyDkfl3nejzf181Bxtg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,925,Orlando - Goldenrod Rd.,"5915 South Goldenrod Road, Orlando, FL 32822",Orange County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=veaZyDkfl3nejzf181Bxtg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1058,Orlando Metro West,"4792 S. Kirkman Road, Orlando, FL 32811",Orange County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=CvpaYq8EnIm2DiA2tlxh%2bw%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,1058,Orlando Metro West,"4792 S. Kirkman Road, Orlando, FL 32811",Orange County,Official Florida club,Classic,,Standard advertised dues,79.0,Monthly,79.0,199.0,69.0,101.33,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=CvpaYq8EnIm2DiA2tlxh%2bw%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Multi Club; State of Enrollment
LA Fitness,1058,Orlando Metro West,"4792 S. Kirkman Road, Orlando, FL 32811",Orange County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=CvpaYq8EnIm2DiA2tlxh%2bw%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: State of Enrollment; Nationwide Access
LA Fitness,1254,Orlando - Goldenrod Rd. AT 408,"189 South Goldenrod Rd, Orlando, FL 32807",Orange County,Official Florida club,,,,,,,,,,,,,Request failed,Official LA Fitness membership signup flow,,,2026-09-01T01:55:20.031707+00:00,SSLError: [SSL: SSLV3_ALERT_BAD_RECORD_MAC] ssl/tls alert bad record mac (_ssl.c:2713)
LA Fitness,1381,Orlando-Orange Ave,"15 W Crystal Lake St, Orlando, FL 32806",Orange County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=l%2fc70PoVWqF5Ls287vrs%2fA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,1381,Orlando-Orange Ave,"15 W Crystal Lake St, Orlando, FL 32806",Orange County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=l%2fc70PoVWqF5Ls287vrs%2fA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1381,Orlando-Orange Ave,"15 W Crystal Lake St, Orlando, FL 32806",Orange County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=l%2fc70PoVWqF5Ls287vrs%2fA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,288,Oviedo,"199 Mitchell Hammock Road, Oviedo, FL 32765",Seminole County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=afinihyekM8Ba01gjca24Q%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,288,Oviedo,"199 Mitchell Hammock Road, Oviedo, FL 32765",Seminole County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=afinihyekM8Ba01gjca24Q%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,288,Oviedo,"199 Mitchell Hammock Road, Oviedo, FL 32765",Seminole County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=afinihyekM8Ba01gjca24Q%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,272,Palm Beach Gardens/Lake Park,"3176 Northlake Blvd, Palm Beach Gardens, FL 33403",Palm Beach County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RhQLS0rXm%2fuijxqlBMLm6g%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,272,Palm Beach Gardens/Lake Park,"3176 Northlake Blvd, Palm Beach Gardens, FL 33403",Palm Beach County,Official Florida club,Classic,,Standard advertised dues,79.0,Monthly,79.0,199.0,69.0,101.33,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RhQLS0rXm%2fuijxqlBMLm6g%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Multi Club; State of Enrollment
LA Fitness,272,Palm Beach Gardens/Lake Park,"3176 Northlake Blvd, Palm Beach Gardens, FL 33403",Palm Beach County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RhQLS0rXm%2fuijxqlBMLm6g%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: State of Enrollment; Nationwide Access
LA Fitness,1243,Palm Beach Gardens-Donald Ross (Signature),"5260 Donald Ross Rd, Palm Beach Gardens, FL 33418",Palm Beach County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=NDr%2bssv46VirxPmKmSy5jA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,1243,Palm Beach Gardens-Donald Ross (Signature),"5260 Donald Ross Rd, Palm Beach Gardens, FL 33418",Palm Beach County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=NDr%2bssv46VirxPmKmSy5jA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1243,Palm Beach Gardens-Donald Ross (Signature),"5260 Donald Ross Rd, Palm Beach Gardens, FL 33418",Palm Beach County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=NDr%2bssv46VirxPmKmSy5jA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,32,E Pembroke Pines-N University,"350 N. University Drive, Pembroke Pines, FL 33024",Broward County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=E98lfzphRKqRSuINfzg1rQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,32,E Pembroke Pines-N University,"350 N. University Drive, Pembroke Pines, FL 33024",Broward County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=E98lfzphRKqRSuINfzg1rQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,32,E Pembroke Pines-N University,"350 N. University Drive, Pembroke Pines, FL 33024",Broward County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=E98lfzphRKqRSuINfzg1rQ%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,402,Pembroke Pines - 184th,"18445 Pines Blvd., Pembroke Pines, FL 33029",Broward County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=vm283FH5%2fpHokJqNZ369hg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,402,Pembroke Pines - 184th,"18445 Pines Blvd., Pembroke Pines, FL 33029",Broward County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=vm283FH5%2fpHokJqNZ369hg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,402,Pembroke Pines - 184th,"18445 Pines Blvd., Pembroke Pines, FL 33029",Broward County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=vm283FH5%2fpHokJqNZ369hg%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,972,Plantation - S. University Dr.,"1041 South University Dr, Plantation, FL 33324",Broward County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=BkFZnRYBqL8KqMdLZxUmJA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,972,Plantation - S. University Dr.,"1041 South University Dr, Plantation, FL 33324",Broward County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=BkFZnRYBqL8KqMdLZxUmJA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,972,Plantation - S. University Dr.,"1041 South University Dr, Plantation, FL 33324",Broward County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=BkFZnRYBqL8KqMdLZxUmJA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1167,Pompano Beach,"1000 North Federal Highway, Pompano Beach, FL 33062",Broward County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=I9S1z5pDGNOcO1UN2PAg7g%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,1167,Pompano Beach,"1000 North Federal Highway, Pompano Beach, FL 33062",Broward County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=I9S1z5pDGNOcO1UN2PAg7g%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1167,Pompano Beach,"1000 North Federal Highway, Pompano Beach, FL 33062",Broward County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=I9S1z5pDGNOcO1UN2PAg7g%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1067,Port Orange,"1810 Dunlawton Ave, Port Orange, FL 32127",Volusia County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=VV7OEFCgEeYRc6PsfeUZ7w%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,1067,Port Orange,"1810 Dunlawton Ave, Port Orange, FL 32127",Volusia County,Official Florida club,Classic,,Standard advertised dues,79.0,Monthly,79.0,199.0,69.0,101.33,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=VV7OEFCgEeYRc6PsfeUZ7w%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Multi Club; State of Enrollment
LA Fitness,1067,Port Orange,"1810 Dunlawton Ave, Port Orange, FL 32127",Volusia County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=VV7OEFCgEeYRc6PsfeUZ7w%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: State of Enrollment; Nationwide Access
LA Fitness,1073,Port St Lucie - St Lucie W Blvd,"1367 NW St Lucie West Blvd, Port St Lucie, FL 34986",St. Lucie County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=yiqdsQwzXupGvELBDY%2bEug%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,1073,Port St Lucie - St Lucie W Blvd,"1367 NW St Lucie West Blvd, Port St Lucie, FL 34986",St. Lucie County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=yiqdsQwzXupGvELBDY%2bEug%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1073,Port St Lucie - St Lucie W Blvd,"1367 NW St Lucie West Blvd, Port St Lucie, FL 34986",St. Lucie County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=yiqdsQwzXupGvELBDY%2bEug%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1246,Sanford,"300 W Lake Mary Blvd, Sanford, FL 32773",Seminole County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,0.0,69.0,35.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RlgcoOFuihofmA%2bBfn4dCw%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Club of Enrollment
LA Fitness,1246,Sanford,"300 W Lake Mary Blvd, Sanford, FL 32773",Seminole County,Official Florida club,Classic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RlgcoOFuihofmA%2bBfn4dCw%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,1246,Sanford,"300 W Lake Mary Blvd, Sanford, FL 32773",Seminole County,Official Florida club,Classic,,Standard advertised dues,39.99,Monthly,39.99,0.0,69.0,45.74,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RlgcoOFuihofmA%2bBfn4dCw%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
LA Fitness,652,Sarasota Bee Ridge @ I-75,"4057 Cattlemen Road, Sarasota, FL 34233",Sarasota County,Official Florida club,Basic,,Standard advertised dues,29.99,Monthly,29.99,99.0,69.0,43.99,,,,Observed,Official LA Fitness membership signup flow,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=FjcTF45jfvwEpPdgvc0TjA%3d%3d,,2026-09-01T01:55:20.031707+00:00,Access: Nationwide Access
