LocationID,GymChain,GymName,Address,CountyName,Latitude,Longitude,Rating,ReviewCount
ChIJy6TruKeVkIgRsB_Dx_nB5qY,Planet Fitness,Planet Fitness,"312 E 9 Mile Rd, Pensacola, FL 32514",Escambia County,30.5342657,-87.260439,4.3,898
ChIJ4_hvIE6U5ogRE4l63OY05Dg,Planet Fitness,Planet Fitness,"7 Old Kings Rd N Units 20-32, Palm Coast, FL 32137",Flagler County,29.5557066,-81.2148867,4.0,734
ChIJWcm39RDr5ogRj4wwYcSxwwM,Planet Fitness,Planet Fitness,"5615 FL-100 Unit 100, Palm Coast, FL 32164",Flagler County,29.4746209,-81.2056946,4.2,643
ChIJ3cHwbnOgwogRwPxFWc9Xi1U,Planet Fitness,Planet Fitness,"11156 Spring Hill Dr, Spring Hill, FL 34609",Hernando County,28.4601806,-82.5389832,4.3,837
ChIJ8dkYlr0f6IgRPUHmvOGN-Do,Planet Fitness,Planet Fitness,"13003 Cortez Blvd, Brooksville, FL 34613",Hernando County,28.5356412,-82.5133495,4.3,667
ChIJk75i5ZVX3IgRa1VLUgJqguc,Gold's Gym,Gold's Gym,"1720 US Hwy 27 N, Sebring, FL 33870",Highlands County,27.4984692,-81.4858722,4.1,116
ChIJi5lISX5X3IgRGRhDuftQ1Y0,Planet Fitness,Planet Fitness,"901 US Hwy 27 N, Sebring, FL 33870",Highlands County,27.4900328,-81.4869699,4.6,538
ChIJ_4Y_ZFTFwogRcuT6PH9WsBs,Gold's Gym,Gold's Gym Tampa Gas Worx,"802 N 12th St, Tampa, FL 33602",Hillsborough County,27.9551557,-82.4471014,4.7,349
ChIJ2wZsUPS3wogRIdpnLCdYUtE,LA Fitness,LA Fitness,"5225 Cypress Preserve Dr, Tampa, FL 33647",Hillsborough County,28.1078437,-82.3854436,4.0,695
ChIJ36FvJjC3wogRPjwUxCmgipI,LA Fitness,LA Fitness,"6411 E County Line Rd, Tampa, FL 33647",Hillsborough County,28.169979,-82.3565139,4.3,1156
ChIJP6WwBQHNwogRDfQXP61N_7g,LA Fitness,LA Fitness,"1930 FL-60, Valrico, FL 33594",Hillsborough County,27.9393011,-82.2556985,4.2,797
ChIJa12b09XrwogRc-ji0r_RN_g,LA Fitness,LA Fitness,"11252 W Hillsborough Ave, Tampa, FL 33635",Hillsborough County,28.0099913,-82.6101378,4.0,487
ChIJaxqEfTfAwogRtFQWaUXFC34,LA Fitness,LA Fitness,"5735 Gunn Hwy, Tampa, FL 33625",Hillsborough County,28.0631618,-82.5429728,4.0,573
ChIJiev7QhDDwogRQMU3tkVwupo,LA Fitness,LA Fitness,"301 S Dale Mabry Hwy, Tampa, FL 33609",Hillsborough County,27.9417071,-82.5061524,4.2,1873
ChIJrRWGRz_OwogRDh9n6RqnS9g,LA Fitness,LA Fitness,"2890 Providence Lakes Blvd, Brandon, FL 33511",Hillsborough County,27.9208577,-82.3289471,4.1,1177
ChIJ2y4iR2TdwogR4ABmHVnod68,Orangetheory Fitness,Orangetheory Fitness,"4810 S Manhattan Ave #102, Tampa, FL 33611",Hillsborough County,27.8949474,-82.5179656,4.9,68
ChIJ4d7dZMbSwogR3O8mr8KsQnM,Orangetheory Fitness,Orangetheory Fitness,"3311 Lithia Pinecrest Rd, Valrico, FL 33596",Hillsborough County,27.8960161,-82.2439888,4.8,162
ChIJExZ2_NjWwogR6CVcngWIxXY,Orangetheory Fitness,Orangetheory Fitness,"10173 Big Bend Rd #5, Riverview, FL 33578",Hillsborough County,27.7911055,-82.3428709,4.8,250
ChIJFcW4KuzAwogRDSOQr1mm0B8,Orangetheory Fitness,Orangetheory Fitness,"13122 N Dale Mabry Hwy, Tampa, FL 33618",Hillsborough County,28.0660531,-82.5064855,4.8,413
