ClubID,OfficialClubName,OfficialAddress,ZipCode,CountyName,CountyMatchMethod,BaseMonthlyDues,BasicMonthlyDues,BasicInitiationFee,BasicAnnualFee,BasicEffectiveMonthlyCost,MonthlyDuesOptions,InitiationFeeOptions,AnnualFeeOptions,Plans,Status,SourceURL,RetrievedAtUTC,Error
276,"Hollywood, FL","5591 Sheridan Street, Hollywood, FL 33021",33021,Broward County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=LYL105hvpYyPkar6uHF9rw%3d%3d,2026-09-01T01:55:20.031707+00:00,
680,Atlantic @ Kernan,"11901 Atlantic Blvd Ste 800, Jacksonville, FL 32225",11901,Duval County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=8Kih5yH9d3tajdVwb5ZI3g%3d%3d,2026-09-01T01:55:20.031707+00:00,
1208,Jacksonville-Old St. Augustine,"11250 Old St Augustine Rd, Suite 16, Jacksonville, FL 32257",11250,Duval County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=bTp8pMWEGqfkTOFzTInk9Q%3d%3d,2026-09-01T01:55:20.031707+00:00,
1130,Kissimmee,"1750 Ball Park Road, Kissimmee, FL 34741",34741,Osceola County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=z9rsPZIUdeCsPOU%2fckfk5g%3d%3d,2026-09-01T01:55:20.031707+00:00,
1240,Kissimmee - Osceola Pkwy,"1980 Osceola Pkwy, Kissimmee, FL 34743",34743,Osceola County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=eB7tmwZRp69HecOstqQjsA%3d%3d,2026-09-01T01:55:20.031707+00:00,
949,Lake Mary,"3851 Lake Emma Rd., Lake Mary, FL 32746",32746,Seminole County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=NoImIWC4TQd%2bfHzbqeD4TQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
588,Lake Worth,"8888 Lantana Road, Lake Worth, FL 33467",33467,Palm Beach County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=7FJsW6yQ7w3Sk9oeNl411A%3d%3d,2026-09-01T01:55:20.031707+00:00,
1235,Lakeland-Lakeland Park Center,"833 Lakeland Park Center Drive, Lakeland, FL 33809",33809,Polk County,Google location address match,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=394L5%2flsTxfqpWdmELhmgQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
1248,Lakewood Ranch,"11661 SR 70 E, Lakewood Ranch, FL 34202",11661,Manatee County,ZIP-only match,29.99,79.0,199.0,69.0,101.33333333333333,"[79.0, 29.99, 0.0]","[199.0, 99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment"", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=P1ChyYr6pGlInftIq6VBnw%3d%3d,2026-09-01T01:55:20.031707+00:00,
1061,Largo - Missouri Ave.,"1229 Missouri Ave N, Largo, FL 33770",33770,Pinellas County,Google location address match,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=CLg92RhK5RRE619CqVCm%2bA%3d%3d,2026-09-01T01:55:20.031707+00:00,
1021,Melbourne - Wickham Rd.,"2447 N Wickham Rd Suite 102, Melbourne, FL 32935",32935,Brevard County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=06n7BcXsr6UHQG8VNnEkqg%3d%3d,2026-09-01T01:55:20.031707+00:00,
20,Kendall - SW 124th,"8555 SW 124th Avenue, Miami, FL 33183",33183,Miami-Dade County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=LcCtesjaGBaAfvfI2yZk%2bQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
112,Doral,"10055 NW 41st Street, Miami, FL 33178",10055,Miami-Dade County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=oO8sslTbb6b%2fMsfqDZdLzg%3d%3d,2026-09-01T01:55:20.031707+00:00,
237,Miami West -SW 8th Street,"14100 SW 8th Street, Miami, FL 33184",14100,Miami-Dade County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=9YirEeV5xSiI3Yni5XHZbA%3d%3d,2026-09-01T01:55:20.031707+00:00,
421,Kendall West - SW 88th,"16339 SW 88th St, Miami, FL 33196",16339,Miami-Dade County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 99.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 99.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 121.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=Dbd4jsj0wvg5BFqdjqAZMw%3d%3d,2026-09-01T01:55:20.031707+00:00,
553,Mary Brickell (Signature),"900 South Miami Ave Ste 236, Miami, FL 33130",33130,Miami-Dade County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=amFmdnkXuEaFJNZQ6vKvvg%3d%3d,2026-09-01T01:55:20.031707+00:00,
712,Coral Gables,"3301 SW 22nd Street, Miami, FL 33145",33145,Miami-Dade County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=NPwzXu710dUhdCCyfIntjA%3d%3d,2026-09-01T01:55:20.031707+00:00,
718,Miami-Sw 56th St,"13838 S.W. 56th Street, Miami, FL 33175",13838,Miami-Dade County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=mLtj9LEc%2fJeAftPu09GjxQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
798,Southland-Tpke / S Dixie,"20505 South Dixie Highway, Miami, FL 33189",20505,Miami-Dade County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=ByLjft3ZUXs4SGg0NWKySQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
1020,Miami - W. Flagler St,"9291 W Flagler St, Miami, FL 33174",33174,Miami-Dade County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=Q9YeXd4GvGO%2bTa8bPwTQaw%3d%3d,2026-09-01T01:55:20.031707+00:00,
1043,Miami - SW 152nd Street,"15400 SW 127th Avenue, Miami, FL 33177",15400,Miami-Dade County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=VbDJNDpeeRZoV7tpT6zGlQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
1153,Miami - Bird Rd,"8310 Bird Road, Miami, FL 33155",33155,Miami-Dade County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=vO0RH6GePNzPcFTUP%2bRX1g%3d%3d,2026-09-01T01:55:20.031707+00:00,
1402,Miramar - Red Rd.,"11645 Red Road, Unit H-1, Miramar, FL 33025",11645,Broward County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=jrxV%2bx1zwprkgurNJ8bOVw%3d%3d,2026-09-01T01:55:20.031707+00:00,
201,Miami Gardens,"1580 NE Miami Gardens Drive, N. Miami Beach, FL 33179",33179,Miami-Dade County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=OPhtcIoP31F1HX93lrVrbA%3d%3d,2026-09-01T01:55:20.031707+00:00,
610,Naples @ Vanderbilt Beach Rd,"871 Vanderbilt Beach Rd, Naples, FL 34108",34108,Collier County,Google location address match,29.99,79.0,199.0,69.0,101.33333333333333,"[79.0, 29.99, 0.0]","[199.0, 99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment"", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=7HjYhRpwxGaeMFqPuoOHwg%3d%3d,2026-09-01T01:55:20.031707+00:00,
502,North Miami,"1801 NE 123rd St Suite 200, North Miami, FL 33181",33181,Miami-Dade County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=CKraIBssrzMC%2faDuoVbXmg%3d%3d,2026-09-01T01:55:20.031707+00:00,
