ClubID,OfficialClubName,OfficialAddress,ZipCode,CountyName,CountyMatchMethod,BaseMonthlyDues,BasicMonthlyDues,BasicInitiationFee,BasicAnnualFee,BasicEffectiveMonthlyCost,MonthlyDuesOptions,InitiationFeeOptions,AnnualFeeOptions,Plans,Status,SourceURL,RetrievedAtUTC,Error
57,Fort Lauderdale,"3825 N. Federal Hwy., Oakland Park, FL 33308",33308,Broward County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=rcBYqNyetCGVtwSaYAOY3A%3d%3d,2026-09-01T01:55:20.031707+00:00,
500,"Orange City, FL","2629 Enterprise Rd, Orange City, FL 32763",32763,Volusia County,Google location address match,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=zx7JLqaT1dradX0wiKT2YQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
1041,Orange Park - Blanding Blvd.,"661 Blanding Blvd, Suite 800, Orange Park, FL 32073",32073,Clay County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=cHbBLOITbpTpIwurYZ%2bfmA%3d%3d,2026-09-01T01:55:20.031707+00:00,
193,Hunters Creek,"12700 South Orange Blossom Trail, Orlando, FL 32837",12700,Orange County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=tuh7W%2fd%2bAOXlmES%2fmH6IuQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
242,Conway - Michigan,"4550 East Michigan Street, Orlando, FL 32812",32812,Orange County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=FrEpusSodkfecjzLjEW9%2fA%3d%3d,2026-09-01T01:55:20.031707+00:00,
248,Waterford Lakes,"815 Alafaya Trail, Orlando, FL 32828",32828,Orange County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=fbWkoaZQ%2bWsX7WnmWBDhJQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
289,Colonial Drive East,"2999 E. Colonial, Orlando, FL 32803",32803,Orange County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=%2fHLv7WS6bsFGFYZ2%2fatFkg%3d%3d,2026-09-01T01:55:20.031707+00:00,
925,Orlando - Goldenrod Rd.,"5915 South Goldenrod Road, Orlando, FL 32822",32822,Orange County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=veaZyDkfl3nejzf181Bxtg%3d%3d,2026-09-01T01:55:20.031707+00:00,
1058,Orlando Metro West,"4792 S. Kirkman Road, Orlando, FL 32811",32811,Orange County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=CvpaYq8EnIm2DiA2tlxh%2bw%3d%3d,2026-09-01T01:55:20.031707+00:00,
1254,Orlando - Goldenrod Rd. AT 408,"189 South Goldenrod Rd, Orlando, FL 32807",32807,Orange County,ZIP-only match,,,,,,[],[],[],[],Request failed,,2026-09-01T01:55:20.031707+00:00,SSLError: [SSL: SSLV3_ALERT_BAD_RECORD_MAC] ssl/tls alert bad record mac (_ssl.c:2713)
1381,Orlando-Orange Ave,"15 W Crystal Lake St, Orlando, FL 32806",32806,Orange County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=l%2fc70PoVWqF5Ls287vrs%2fA%3d%3d,2026-09-01T01:55:20.031707+00:00,
288,Oviedo,"199 Mitchell Hammock Road, Oviedo, FL 32765",32765,Seminole County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=afinihyekM8Ba01gjca24Q%3d%3d,2026-09-01T01:55:20.031707+00:00,
272,Palm Beach Gardens/Lake Park,"3176 Northlake Blvd, Palm Beach Gardens, FL 33403",33403,Palm Beach County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RhQLS0rXm%2fuijxqlBMLm6g%3d%3d,2026-09-01T01:55:20.031707+00:00,
1243,Palm Beach Gardens-Donald Ross (Signature),"5260 Donald Ross Rd, Palm Beach Gardens, FL 33418",33418,Palm Beach County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=NDr%2bssv46VirxPmKmSy5jA%3d%3d,2026-09-01T01:55:20.031707+00:00,
32,E Pembroke Pines-N University,"350 N. University Drive, Pembroke Pines, FL 33024",33024,Broward County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=E98lfzphRKqRSuINfzg1rQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
402,Pembroke Pines - 184th,"18445 Pines Blvd., Pembroke Pines, FL 33029",18445,Broward County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=vm283FH5%2fpHokJqNZ369hg%3d%3d,2026-09-01T01:55:20.031707+00:00,
972,Plantation - S. University Dr.,"1041 South University Dr, Plantation, FL 33324",33324,Broward County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=BkFZnRYBqL8KqMdLZxUmJA%3d%3d,2026-09-01T01:55:20.031707+00:00,
1167,Pompano Beach,"1000 North Federal Highway, Pompano Beach, FL 33062",33062,Broward County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=I9S1z5pDGNOcO1UN2PAg7g%3d%3d,2026-09-01T01:55:20.031707+00:00,
1067,Port Orange,"1810 Dunlawton Ave, Port Orange, FL 32127",32127,Volusia County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=VV7OEFCgEeYRc6PsfeUZ7w%3d%3d,2026-09-01T01:55:20.031707+00:00,
1073,Port St Lucie - St Lucie W Blvd,"1367 NW St Lucie West Blvd, Port St Lucie, FL 34986",34986,St. Lucie County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=yiqdsQwzXupGvELBDY%2bEug%3d%3d,2026-09-01T01:55:20.031707+00:00,
1246,Sanford,"300 W Lake Mary Blvd, Sanford, FL 32773",32773,Seminole County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RlgcoOFuihofmA%2bBfn4dCw%3d%3d,2026-09-01T01:55:20.031707+00:00,
652,Sarasota Bee Ridge @ I-75,"4057 Cattlemen Road, Sarasota, FL 34233",34233,Sarasota County,ZIP-only match,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=FjcTF45jfvwEpPdgvc0TjA%3d%3d,2026-09-01T01:55:20.031707+00:00,
1193,Seminole - Park Blvd,"7635 113th Street, Seminole, FL 33772",33772,Pinellas County,ZIP-only match,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=KmisRYADrph9O7j54O3CeA%3d%3d,2026-09-01T01:55:20.031707+00:00,
952,St. Petersburg @ 4th St. North,"5900 4th St. N., St. Petersburg, FL 33703",33703,Pinellas County,Google location address match,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=lw7MZvGFOJ5Enk94%2fW5UGA%3d%3d,2026-09-01T01:55:20.031707+00:00,
621,St. Petersburg @ 22nd Ave North,"7044 22nd Avenue North, St. Petersburg, FL 33710",33710,Pinellas County,ZIP-only match,29.99,79.0,199.0,69.0,101.33333333333333,"[79.0, 29.99, 0.0]","[199.0, 99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment"", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RxSFQMjXbNiimKnEjEYdjg%3d%3d,2026-09-01T01:55:20.031707+00:00,
240,Sawgrass,"13999 West Sunrise Blvd, Sunrise, FL 33323",13999,Broward County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=vA%2fdrM9SAq8C30dGmLLXwA%3d%3d,2026-09-01T01:55:20.031707+00:00,
550,New Tampa,"6411 County Line Rd East, Tampa, FL 33647",33647,Hillsborough County,city/address override,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=i%2fa3o3dVuSNGJduX0PlanQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
