Variable,VIF,FlagAbove5
CountyPopulation,20.424857677564592,True
LAFitnessLocations,11.182205791975518,True
CompetitorLocations,17.64023069170794,True
MedianHouseholdIncome,1.185051395404272,False
PopulationDensity,2.3147324842168557,False
AvgGymRating,1.0571943463900648,False
